trainerID;place;pokename;pokelevel;type1;type2;hp;maxhp;defense;spatk;Combat Power;pokemonID;trainername;Combat Power Sum
1282;4;Exeggcute;50;Grass;Psychic;138;138;103;83;1554.0;2967;Cooltrainer♀ Gloria;9123
1282;5;Oddish;50;Grass;Poison;123;123;78;98;1539.0;2968;Cooltrainer♀ Gloria;9123
1283;0;Smeargle;50;Normal;None;133;133;58;43;1329.0;2969;Cooltrainer♀ Gloria;11124
1283;1;Tangela;50;Grass;None;143;143;138;123;1884.0;2970;Cooltrainer♀ Gloria;11124
1283;2;Jynx;50;Ice;Psychic;143;143;58;138;1944.0;2971;Cooltrainer♀ Gloria;11124
1283;3;Golduck;50;Water;None;158;158;101;118;2079.0;2972;Cooltrainer♀ Gloria;11124
1283;4;Haunter;50;Ghost;Poison;123;123;68;138;1794.0;2973;Cooltrainer♀ Gloria;11124
1283;5;Ninetales;50;Fire;None;151;151;98;104;2094.0;2974;Cooltrainer♀ Gloria;11124
1286;0;Bulbasaur;50;Grass;Poison;123;123;72;88;1533.0;2987;Cooltrainer♂ Vince;9120
1286;1;Squirtle;50;Water;None;122;122;88;73;1521.0;2988;Cooltrainer♂ Vince;9120
1286;2;Charmander;50;Fire;None;117;117;66;83;1506.0;2989;Cooltrainer♂ Vince;9120
1286;3;Chikorita;50;Grass;None;123;123;88;72;1533.0;2990;Cooltrainer♂ Vince;9120
1286;4;Totodile;50;Water;None;128;128;87;67;1521.0;2991;Cooltrainer♂ Vince;9120
1286;5;Cyndaquil;50;Fire;None;117;117;66;83;1506.0;2992;Cooltrainer♂ Vince;9120
1287;0;Ivysaur;50;Grass;Poison;138;138;86;103;1794.0;2993;Cooltrainer♂ Vince;10764
1287;1;Wartortle;50;Water;None;137;137;103;88;1794.0;2994;Cooltrainer♂ Vince;10764
1287;2;Charmeleon;50;Fire;None;136;136;81;103;1794.0;2995;Cooltrainer♂ Vince;10764
1287;3;Bayleef;50;Grass;None;138;138;103;86;1794.0;2996;Cooltrainer♂ Vince;10764
1287;4;Croconaw;50;Water;None;143;143;103;82;1794.0;2997;Cooltrainer♂ Vince;10764
1287;5;Quilava;50;Fire;None;136;136;81;103;1794.0;2998;Cooltrainer♂ Vince;10764
1304;0;Jirachi;50;Steel;Psychic;178;178;123;123;2379.0;3045;Cooltrainer♀ Atilo;12408
1304;1;Espeon;50;Psychic;None;143;143;83;153;2154.0;3046;Cooltrainer♀ Atilo;12408
1304;2;Xatu;50;Psychic;Flying;143;143;93;118;1989.0;3047;Cooltrainer♀ Atilo;12408
1304;3;Medicham;50;Fighting;Psychic;138;138;98;83;1809.0;3048;Cooltrainer♀ Atilo;12408
1304;4;Gardevoir;50;Psychic;Fairy;146;146;88;148;2133.0;3049;Cooltrainer♀ Atilo;12408
1304;5;Girafarig;50;Normal;Psychic;148;148;88;113;1944.0;3050;Cooltrainer♀ Atilo;12408
1305;0;Latias;50;Dragon;Psychic;158;158;113;133;2379.0;3051;Cooltrainer♂ Berki;10908
1305;1;Delcatty;50;Normal;None;148;148;88;78;1719.0;3052;Cooltrainer♂ Berki;10908
1305;2;Illumise;50;Bug;None;143;143;78;96;1779.0;3053;Cooltrainer♂ Berki;10908
1305;3;Kirlia;50;Psychic;Fairy;116;116;58;88;1413.0;3054;Cooltrainer♂ Berki;10908
1305;4;Miltank;50;Normal;None;173;173;128;63;2049.0;3055;Cooltrainer♂ Berki;10908
1305;5;Luvdisc;50;Water;None;121;121;78;63;1569.0;3056;Cooltrainer♂ Berki;10908
1306;0;Entei;50;Fire;None;193;193;108;113;2319.0;3057;Cooltrainer♂ Cruik;12579
1306;1;Golem;50;Rock;Ground;158;158;153;78;2064.0;3058;Cooltrainer♂ Cruik;12579
1306;2;Muk;50;Poison;None;183;183;98;88;2079.0;3059;Cooltrainer♂ Cruik;12579
1306;3;Torkoal;50;Fire;None;148;148;163;108;1989.0;3060;Cooltrainer♂ Cruik;12579
1306;4;Manectric;50;Electric;None;148;148;83;128;2004.0;3061;Cooltrainer♂ Cruik;12579
1306;5;Tentacruel;50;Water;Poison;158;158;88;103;2124.0;3062;Cooltrainer♂ Cruik;12579
1307;0;Bellossom;50;Grass;None;153;153;118;113;2049.0;3063;Cooltrainer♂ Dazon;12219
1307;1;Rhydon;50;Ground;Rock;183;183;143;68;2034.0;3064;Cooltrainer♂ Dazon;12219
1307;2;Gorebyss;50;Water;None;133;133;128;137;2034.0;3065;Cooltrainer♂ Dazon;12219
1307;3;Weezing;50;Poison;None;143;143;143;108;2049.0;3066;Cooltrainer♂ Dazon;12219
1307;4;Magneton;50;Electric;Steel;128;128;118;143;1974.0;3067;Cooltrainer♂ Dazon;12219
1307;5;Alakazam;50;Psychic;None;133;133;68;158;2079.0;3068;Cooltrainer♂ Dazon;12219
1308;0;Suicune;50;Water;None;178;178;138;113;2319.0;3069;Cooltrainer♂ Desid;13584
1308;1;Raikou;50;Electric;None;168;168;98;138;2319.0;3070;Cooltrainer♂ Desid;13584
1308;2;Entei;50;Fire;None;193;193;108;113;2319.0;3071;Cooltrainer♂ Desid;13584
1308;3;Aggron;50;Steel;Rock;148;148;203;83;2169.0;3072;Cooltrainer♂ Desid;13584
1308;4;Donphan;50;Ground;None;168;168;143;83;2079.0;3073;Cooltrainer♂ Desid;13584
1308;5;Salamence;50;Dragon;Flying;173;173;103;133;2379.0;3074;Cooltrainer♂ Desid;13584
1309;0;Kingdra;50;Water;Dragon;153;153;118;118;2199.0;3075;Cooltrainer♀ Detta;12609
1309;1;Golbat;50;Poison;Flying;153;153;93;88;1944.0;3076;Cooltrainer♀ Detta;12609
1309;2;Swampert;50;Water;Ground;178;178;113;108;2184.0;3077;Cooltrainer♀ Detta;12609
1309;3;Skarmory;50;Steel;Flying;143;143;163;63;1974.0;3078;Cooltrainer♀ Detta;12609
1309;4;Feraligatr;50;Water;None;163;163;123;102;2169.0;3079;Cooltrainer♀ Detta;12609
1309;5;Starmie;50;Water;Psychic;138;138;108;123;2139.0;3080;Cooltrainer♀ Detta;12609
1310;0;Noctowl;50;Normal;Flying;178;178;73;99;1905.0;3081;Cooltrainer♂ Dillot;11460
1310;1;Beautifly;50;Bug;Flying;138;138;73;123;1764.0;3082;Cooltrainer♂ Dillot;11460
1310;2;Wigglytuff;50;Normal;Fairy;218;218;68;108;1884.0;3083;Cooltrainer♂ Dillot;11460
1310;3;Forretress;50;Bug;Steel;153;153;163;83;1974.0;3084;Cooltrainer♂ Dillot;11460
1310;4;Banette;50;Ghost;None;142;142;88;106;1944.0;3085;Cooltrainer♂ Dillot;11460
1310;5;Xatu;50;Psychic;Flying;143;143;93;118;1989.0;3086;Cooltrainer♂ Dillot;11460
1311;0;Jumpluff;50;Grass;Flying;153;153;93;78;1959.0;3087;Cooltrainer♂ Farfin;11964
1311;1;Houndoom;50;Dark;Fire;153;153;73;133;2079.0;3088;Cooltrainer♂ Farfin;11964
1311;2;Castform;50;Normal;None;148;148;93;93;1839.0;3089;Cooltrainer♂ Farfin;11964
1311;3;Tropius;50;Grass;Flying;177;177;106;95;1959.0;3090;Cooltrainer♂ Farfin;11964
1311;4;Shiftry;50;Grass;Dark;168;168;83;113;2019.0;3091;Cooltrainer♂ Farfin;11964
1311;5;Ampharos;50;Electric;None;168;168;108;138;2109.0;3092;Cooltrainer♂ Farfin;11964
1313;0;Meganium;50;Grass;None;158;158;123;106;2154.0;3099;Cooltrainer♀ Gilly;12513
1313;1;Ninetales;50;Fire;None;151;151;98;104;2094.0;3100;Cooltrainer♀ Gilly;12513
1313;2;Weezing;50;Poison;None;143;143;143;108;2049.0;3101;Cooltrainer♀ Gilly;12513
1313;3;Sandslash;50;Ground;None;153;153;133;68;1929.0;3102;Cooltrainer♀ Gilly;12513
1313;4;Gardevoir;50;Psychic;Fairy;146;146;88;148;2133.0;3103;Cooltrainer♀ Gilly;12513
1313;5;Umbreon;50;Dark;None;173;173;133;83;2154.0;3104;Cooltrainer♀ Gilly;12513
1314;0;Huntail;50;Water;None;133;133;128;117;2034.0;3105;Cooltrainer♀ Gosney;11694
1314;1;Gorebyss;50;Water;None;133;133;128;137;2034.0;3106;Cooltrainer♀ Gosney;11694
1314;2;Volbeat;50;Bug;None;143;143;78;70;1779.0;3107;Cooltrainer♀ Gosney;11694
1314;3;Manectric;50;Electric;None;148;148;83;128;2004.0;3108;Cooltrainer♀ Gosney;11694
1314;4;Quagsire;50;Water;Ground;173;173;108;88;1869.0;3109;Cooltrainer♀ Gosney;11694
1314;5;Mantine;50;Water;Flying;143;143;93;103;1974.0;3110;Cooltrainer♀ Gosney;11694
1315;0;Anorith;50;Rock;Bug;123;123;73;63;1644.0;3111;Cooltrainer♂ Hebel;10389
1315;1;Beautifly;50;Bug;Flying;138;138;73;123;1764.0;3112;Cooltrainer♂ Hebel;10389
1315;2;Dustox;50;Bug;Poison;138;138;93;73;1734.0;3113;Cooltrainer♂ Hebel;10389
1315;3;Ledian;50;Bug;Flying;133;133;73;78;1749.0;3114;Cooltrainer♂ Hebel;10389
1315;4;Ariados;50;Bug;Poison;148;148;93;83;1749.0;3115;Cooltrainer♂ Hebel;10389
1315;5;Yanma;50;Bug;Flying;143;143;68;98;1749.0;3116;Cooltrainer♂ Hebel;10389
1316;0;Gyarados;50;Water;Flying;173;173;102;83;2199.0;3117;Cooltrainer♀ Levens;12354
1316;1;Rhydon;50;Ground;Rock;183;183;143;68;2034.0;3118;Cooltrainer♀ Levens;12354
1316;2;Altaria;50;Dragon;Flying;153;153;113;93;2049.0;3119;Cooltrainer♀ Levens;12354
1316;3;Manectric;50;Electric;None;148;148;83;128;2004.0;3120;Cooltrainer♀ Levens;12354
1316;4;Gorebyss;50;Water;None;133;133;128;137;2034.0;3121;Cooltrainer♀ Levens;12354
1316;5;Relicanth;50;Water;Rock;178;178;153;68;2034.0;3122;Cooltrainer♀ Levens;12354
1318;0;Bellossom;50;Grass;None;153;153;118;113;2049.0;3129;Cooltrainer♂ Morfon;11859
1318;1;Octillery;50;Water;None;153;153;98;128;2019.0;3130;Cooltrainer♂ Morfon;11859
1318;2;Ninetales;50;Fire;None;151;151;98;104;2094.0;3131;Cooltrainer♂ Morfon;11859
1318;3;Donphan;50;Ground;None;168;168;143;83;2079.0;3132;Cooltrainer♂ Morfon;11859
1318;4;Solrock;50;Rock;Psychic;148;148;108;78;1899.0;3133;Cooltrainer♂ Morfon;11859
1318;5;Sableye;50;Dark;Ghost;128;128;98;88;1719.0;3134;Cooltrainer♂ Morfon;11859
1319;0;Voltorb;50;Electric;None;118;118;73;78;1569.0;3135;Cooltrainer♂ Moril;9549
1319;1;Lombre;50;Water;Grass;138;138;73;83;1599.0;3136;Cooltrainer♂ Moril;9549
1319;2;Clamperl;50;Water;None;113;113;108;97;1614.0;3137;Cooltrainer♂ Moril;9549
1319;3;Nuzleaf;50;Grass;Dark;148;148;63;83;1599.0;3138;Cooltrainer♂ Moril;9549
1319;4;Vibrava;50;Ground;Dragon;128;128;73;73;1599.0;3139;Cooltrainer♂ Moril;9549
1319;5;Teddiursa;50;Normal;None;138;138;73;73;1569.0;3140;Cooltrainer♂ Moril;9549
1321;0;Nincada;50;Bug;Ground;109;109;113;53;1377.0;3147;Cooltrainer♀ Rateis;8082
1321;1;Zubat;50;Poison;Flying;118;118;58;53;1314.0;3148;Cooltrainer♀ Rateis;8082
1321;2;Swinub;50;Ice;Ground;128;128;63;53;1329.0;3149;Cooltrainer♀ Rateis;8082
1321;3;Sentret;50;Normal;None;113;113;57;58;1224.0;3150;Cooltrainer♀ Rateis;8082
1321;4;Pineco;50;Bug;None;128;128;113;58;1449.0;3151;Cooltrainer♀ Rateis;8082
1321;5;Taillow;50;Normal;Flying;118;118;53;53;1389.0;3152;Cooltrainer♀ Rateis;8082
1322;0;Skiploom;50;Grass;Flying;133;133;73;68;1599.0;3153;Cooltrainer♀ Rosno;9903
1322;1;Oddish;50;Grass;Poison;123;123;78;98;1539.0;3154;Cooltrainer♀ Rosno;9903
1322;2;Bellossom;50;Grass;None;153;153;118;113;2049.0;3155;Cooltrainer♀ Rosno;9903
1322;3;Chikorita;50;Grass;None;123;123;88;72;1533.0;3156;Cooltrainer♀ Rosno;9903
1322;4;Lombre;50;Water;Grass;138;138;73;83;1599.0;3157;Cooltrainer♀ Rosno;9903
1322;5;Cacnea;50;Grass;None;128;128;63;108;1584.0;3158;Cooltrainer♀ Rosno;9903
1323;0;Skitty;50;Normal;None;128;128;68;58;1359.0;3159;Cooltrianer♂ Shadd;8295
1323;1;Jigglypuff;50;Normal;Fairy;193;193;43;68;1389.0;3160;Cooltrianer♂ Shadd;8295
1323;2;Kirlia;50;Psychic;Fairy;116;116;58;88;1413.0;3161;Cooltrianer♂ Shadd;8295
1323;3;Surskit;50;Bug;Water;118;118;55;73;1386.0;3162;Cooltrianer♂ Shadd;8295
1323;4;Trapinch;50;Ground;None;123;123;68;68;1449.0;3163;Cooltrianer♂ Shadd;8295
1323;5;Zigzagoon;50;Normal;None;116;116;64;53;1299.0;3164;Cooltrianer♂ Shadd;8295
1324;0;Heracross;50;Bug;Fighting;158;158;98;63;2079.0;3165;Cooltrainer♀ Tynan;11754
1324;1;Wobbuffet;50;Psychic;None;268;268;81;56;1794.0;3166;Cooltrainer♀ Tynan;11754
1324;2;Milotic;50;Water;None;173;173;102;123;2199.0;3167;Cooltrainer♀ Tynan;11754
1324;3;Dodrio;50;Normal;Flying;138;138;93;83;1959.0;3168;Cooltrainer♀ Tynan;11754
1324;4;Cacturne;50;Grass;Dark;148;148;83;138;2004.0;3169;Cooltrainer♀ Tynan;11754
1324;5;Sableye;50;Dark;Ghost;128;128;98;88;1719.0;3170;Cooltrainer♀ Tynan;11754
1326;0;Graveler;50;Rock;Ground;133;133;138;68;1749.0;3177;Cooltrainer♀ Veron;10434
1326;1;Swablu;50;Normal;Flying;123;123;83;63;1509.0;3178;Cooltrainer♀ Veron;10434
1326;2;Plusle;50;Electric;None;138;138;63;108;1794.0;3179;Cooltrainer♀ Veron;10434
1326;3;Minun;50;Electric;None;138;138;73;98;1794.0;3180;Cooltrainer♀ Veron;10434
1326;4;Wailmer;50;Water;None;208;208;58;93;1779.0;3181;Cooltrainer♀ Veron;10434
1326;5;Pupitar;50;Rock;Ground;148;148;93;88;1809.0;3182;Cooltrainer♀ Veron;10434
1327;0;Pelipper;50;Water;Flying;138;138;123;108;1869.0;3183;Cooltrainer♀ Zoel;10821
1327;1;Gligar;50;Ground;Flying;143;143;128;58;1869.0;3184;Cooltrainer♀ Zoel;10821
1327;2;Delibird;50;Ice;Flying;123;123;68;88;1569.0;3185;Cooltrainer♀ Zoel;10821
1327;3;Golbat;50;Poison;Flying;153;153;93;88;1944.0;3186;Cooltrainer♀ Zoel;10821
1327;4;Masquerain;50;Bug;Flying;148;148;85;103;1821.0;3187;Cooltrainer♀ Zoel;10821
1327;5;Yanma;50;Bug;Flying;143;143;68;98;1749.0;3188;Cooltrainer♀ Zoel;10821
1336;0;Zapdos;50;Electric;Flying;168;168;108;148;2319.0;3212;Cooltrainer♀ Ebson;13914
1336;1;Articuno;50;Ice;Flying;168;168;123;118;2319.0;3213;Cooltrainer♀ Ebson;13914
1336;2;Entei;50;Fire;None;193;193;108;113;2319.0;3214;Cooltrainer♀ Ebson;13914
1336;3;Moltres;50;Fire;Flying;168;168;113;148;2319.0;3215;Cooltrainer♀ Ebson;13914
1336;4;Raikou;50;Electric;None;168;168;98;138;2319.0;3216;Cooltrainer♀ Ebson;13914
1336;5;Suicune;50;Water;None;178;178;138;113;2319.0;3217;Cooltrainer♀ Ebson;13914
1344;0;Marowak;50;Ground;None;138;138;133;73;1854.0;3243;Cooltrainer♂ Klept;12339
1344;1;Manectric;50;Electric;None;148;148;83;128;2004.0;3244;Cooltrainer♂ Klept;12339
1344;2;Starmie;50;Water;Psychic;138;138;108;123;2139.0;3245;Cooltrainer♂ Klept;12339
1344;3;Gyarados;50;Water;Flying;173;173;102;83;2199.0;3246;Cooltrainer♂ Klept;12339
1344;4;Dodrio;50;Normal;Flying;138;138;93;83;1959.0;3247;Cooltrainer♂ Klept;12339
1344;5;Lapras;50;Water;Ice;208;208;103;108;2184.0;3248;Cooltrainer♂ Klept;12339
1441;0;Regirock;50;Rock;None;158;158;223;73;2319.0;3378;Area Leader Axley;13209
1441;1;Regice;50;Ice;None;158;158;123;123;2319.0;3379;Area Leader Axley;13209
1441;2;Registeel;50;Steel;None;158;158;173;98;2319.0;3380;Area Leader Axley;13209
1441;3;Relicanth;50;Water;Rock;178;178;153;68;2034.0;3381;Area Leader Axley;13209
1441;4;Wailord;50;Water;None;248;248;68;113;2079.0;3382;Area Leader Axley;13209
1441;5;Flygon;50;Ground;Dragon;158;158;103;103;2139.0;3383;Area Leader Axley;13209
1442;0;Bayleef;50;Grass;None;138;138;103;86;1794.0;3384;Area Leader Cryal;10794
1442;1;Quilava;50;Fire;None;136;136;81;103;1794.0;3385;Area Leader Cryal;10794
1442;2;Croconaw;50;Water;None;143;143;103;82;1794.0;3386;Area Leader Cryal;10794
1442;3;Murkrow;50;Dark;Flying;138;138;65;108;1794.0;3387;Area Leader Cryal;10794
1442;4;Medicham;50;Fighting;Psychic;138;138;98;83;1809.0;3388;Area Leader Cryal;10794
1442;5;Sealeo;50;Ice;Water;168;168;93;98;1809.0;3389;Area Leader Cryal;10794
1443;0;Groudon;50;Ground;None;178;178;163;123;2589.0;3390;Area Leader Dessa;12480
1443;1;Castform;50;Normal;None;148;148;93;93;1839.0;3391;Area Leader Dessa;12480
1443;2;Shuckle;50;Bug;Rock;98;98;253;33;2094.0;3392;Area Leader Dessa;12480
1443;3;Electrode;50;Electric;None;138;138;93;103;2019.0;3393;Area Leader Dessa;12480
1443;4;Jumpluff;50;Grass;Flying;153;153;93;78;1959.0;3394;Area Leader Dessa;12480
1443;5;Swalot;50;Poison;None;178;178;106;96;1980.0;3395;Area Leader Dessa;12480
1444;0;Graveler;50;Rock;Ground;133;133;138;68;1749.0;3396;Area Leader Erben;10494
1444;1;Roselia;50;Grass;Poison;128;128;68;123;1779.0;3397;Area Leader Erben;10494
1444;2;Loudred;50;Normal;None;162;162;66;94;1659.0;3398;Area Leader Erben;10494
1444;3;Wobbuffet;50;Psychic;None;268;268;81;56;1794.0;3399;Area Leader Erben;10494
1444;4;Delcatty;50;Normal;None;148;148;88;78;1719.0;3400;Area Leader Erben;10494
1444;5;Machoke;50;Fighting;None;158;158;93;73;1794.0;3401;Area Leader Erben;10494
1445;0;Sneasel;50;Dark;Ice;133;133;78;58;1869.0;3402;Area Leader Glydin;11559
1445;1;Sharpedo;50;Water;Dark;148;148;63;118;1959.0;3403;Area Leader Glydin;11559
1445;2;Seadra;50;Water;None;133;133;118;118;1899.0;3404;Area Leader Glydin;11559
1445;3;Golbat;50;Poison;Flying;153;153;93;88;1944.0;3405;Area Leader Glydin;11559
1445;4;Hitmontop;50;Fighting;None;128;128;118;58;1944.0;3406;Area Leader Glydin;11559
1445;5;Girafarig;50;Normal;Psychic;148;148;88;113;1944.0;3407;Area Leader Glydin;11559
1446;0;Geodude;50;Rock;Ground;118;118;123;53;1479.0;3408;Area Leader Leven;8979
1446;1;Sandshrew;50;Ground;None;128;128;108;43;1479.0;3409;Area Leader Leven;8979
1446;2;Baltoy;50;Ground;Psychic;118;118;78;63;1479.0;3410;Area Leader Leven;8979
1446;3;Larvitar;50;Rock;Ground;128;128;73;68;1479.0;3411;Area Leader Leven;8979
1446;4;Trapinch;50;Ground;None;123;123;68;68;1449.0;3412;Area Leader Leven;8979
1446;5;Rhyhorn;50;Ground;Rock;158;158;118;53;1614.0;3413;Area Leader Leven;8979
1447;0;Kadabra;50;Psychic;None;118;118;53;143;1779.0;3414;Area Leader Slewis;10689
1447;1;Mawile;50;Steel;Fairy;128;128;108;78;1719.0;3415;Area Leader Slewis;10689
1447;2;Dustox;50;Bug;Poison;138;138;93;73;1734.0;3416;Area Leader Slewis;10689
1447;3;Swellow;50;Normal;Flying;138;138;83;73;1869.0;3417;Area Leader Slewis;10689
1447;4;Grovyle;50;Grass;None;128;128;68;108;1794.0;3418;Area Leader Slewis;10689
1447;5;Marshtomp;50;Water;Ground;148;148;93;83;1794.0;3419;Area Leader Slewis;10689
1448;0;Baltoy;50;Ground;Psychic;118;118;78;63;1479.0;3420;Area Leader Vannos;9984
1448;1;Beldum;50;Steel;Psychic;118;118;103;58;1479.0;3421;Area Leader Vannos;9984
1448;2;Bagon;50;Dragon;None;123;123;83;63;1479.0;3422;Area Leader Vannos;9984
1448;3;Remoraid;50;Water;None;113;113;58;88;1479.0;3423;Area Leader Vannos;9984
1448;4;Slaking;50;Normal;None;228;228;123;118;2589.0;3424;Area Leader Vannos;9984
1448;5;Larvitar;50;Rock;Ground;128;128;73;68;1479.0;3425;Area Leader Vannos;9984
1449;0;Slaking;50;Normal;None;228;228;123;118;2589.0;3426;Area Leader Vario;13134
1449;1;Gyarados;50;Water;Flying;173;173;102;83;2199.0;3427;Area Leader Vario;13134
1449;2;Aggron;50;Steel;Rock;148;148;203;83;2169.0;3428;Area Leader Vario;13134
1449;3;Walrein;50;Ice;Water;188;188;113;118;2169.0;3429;Area Leader Vario;13134
1449;4;Manectric;50;Electric;None;148;148;83;128;2004.0;3430;Area Leader Vario;13134
1449;5;Cacturne;50;Grass;Dark;148;148;83;138;2004.0;3431;Area Leader Vario;13134
1450;0;Anorith;50;Rock;Bug;123;123;73;63;1644.0;3432;Area Leader Altor;10389
1450;1;Ledian;50;Bug;Flying;133;133;73;78;1749.0;3433;Area Leader Altor;10389
1450;2;Beautifly;50;Bug;Flying;138;138;73;123;1764.0;3434;Area Leader Altor;10389
1450;3;Ariados;50;Bug;Poison;148;148;93;83;1749.0;3435;Area Leader Altor;10389
1450;4;Dustox;50;Bug;Poison;138;138;93;73;1734.0;3436;Area Leader Altor;10389
1450;5;Yanma;50;Bug;Flying;143;143;68;98;1749.0;3437;Area Leader Altor;10389
1451;0;Piloswine;50;Ice;Ground;178;178;103;83;1929.0;3438;Area Leader Atrice;12024
1451;1;Wailord;50;Water;None;248;248;68;113;2079.0;3439;Area Leader Atrice;12024
1451;2;Gloom;50;Grass;Poison;138;138;93;108;1764.0;3440;Area Leader Atrice;12024
1451;3;Pinsir;50;Bug;None;143;143;123;78;2079.0;3441;Area Leader Atrice;12024
1451;4;Tentacruel;50;Water;Poison;158;158;88;103;2124.0;3442;Area Leader Atrice;12024
1451;5;Weezing;50;Poison;None;143;143;143;108;2049.0;3443;Area Leader Atrice;12024
1452;0;Zubat;50;Poison;Flying;118;118;58;53;1314.0;3444;Area Leader Elion;8475
1452;1;Doduo;50;Normal;Flying;113;113;68;58;1509.0;3445;Area Leader Elion;8475
1452;2;Hoothoot;50;Normal;Flying;138;138;53;59;1365.0;3446;Area Leader Elion;8475
1452;3;Swablu;50;Normal;Flying;123;123;83;63;1509.0;3447;Area Leader Elion;8475
1452;4;Taillow;50;Normal;Flying;118;118;53;53;1389.0;3448;Area Leader Elion;8475
1452;5;Wingull;50;Water;Flying;118;118;53;78;1389.0;3449;Area Leader Elion;8475
1453;0;Shuckle;50;Bug;Rock;98;98;253;33;2094.0;3450;Area Leader Konaik;11454
1453;1;Wobbuffet;50;Psychic;None;268;268;81;56;1794.0;3451;Area Leader Konaik;11454
1453;2;Dusclops;50;Ghost;None;118;118;153;83;1944.0;3452;Area Leader Konaik;11454
1453;3;Wynaut;50;Psychic;None;173;173;71;46;1359.0;3453;Area Leader Konaik;11454
1453;4;Cradily;50;Rock;Grass;164;164;120;104;2064.0;3454;Area Leader Konaik;11454
1453;5;Milotic;50;Water;None;173;173;102;123;2199.0;3455;Area Leader Konaik;11454
1454;0;Quilava;50;Fire;None;136;136;81;103;1794.0;3456;Area Leader Kucher;10764
1454;1;Marshtomp;50;Water;Ground;148;148;93;83;1794.0;3457;Area Leader Kucher;10764
1454;2;Bayleef;50;Grass;None;138;138;103;86;1794.0;3458;Area Leader Kucher;10764
1454;3;Combusken;50;Fire;Fighting;138;138;83;108;1794.0;3459;Area Leader Kucher;10764
1454;4;Croconaw;50;Water;None;143;143;103;82;1794.0;3460;Area Leader Kucher;10764
1454;5;Grovyle;50;Grass;None;128;128;68;108;1794.0;3461;Area Leader Kucher;10764
1455;0;Vileplume;50;Grass;Poison;153;153;108;133;2049.0;3462;Area Leader Langot;12009
1455;1;Altaria;50;Dragon;Flying;153;153;113;93;2049.0;3463;Area Leader Langot;12009
1455;2;Ursaring;50;Normal;None;168;168;98;98;2079.0;3464;Area Leader Langot;12009
1455;3;Furret;50;Normal;None;163;163;87;68;1824.0;3465;Area Leader Langot;12009
1455;4;Banette;50;Ghost;None;142;142;88;106;1944.0;3466;Area Leader Langot;12009
1455;5;Golem;50;Rock;Ground;158;158;153;78;2064.0;3467;Area Leader Langot;12009
1456;0;Gardevoir;50;Psychic;Fairy;146;146;88;148;2133.0;3468;Area Leader Mortac;12078
1456;1;Banette;50;Ghost;None;142;142;88;106;1944.0;3469;Area Leader Mortac;12078
