"county","party","candidate","votes","primary_education","secondary_education","higher_education"
Citrus,Republican,Donald Trump,15232,14.0,69.4,16.6
Jackson,Democrat,Bernie Sanders,1845,13.200000000000003,72.0,14.8
Nassau,Republican,Donald Trump,9192,10.599999999999994,66.60000000000001,22.8
Gilpin,Democrat,Bernie Sanders,173,5.599999999999994,65.30000000000001,29.1
Kimball,Republican,Donald Trump,439,15.200000000000003,68.4,16.4
Monroe,Republican,Donald Trump,2602,23.299999999999997,63.6,13.1
Jackson,Republican,Donald Trump,711,24.400000000000006,66.8,8.8
Richmond,Democrat,Hillary Clinton,2941,19.900000000000006,67.69999999999999,12.4
Union,Democrat,Hillary Clinton,40972,14.700000000000003,53.5,31.8
Phelps,Republican,Donald Trump,3425,13.200000000000003,59.599999999999994,27.2
Des Moines,Democrat,Bernie Sanders,1066,8.900000000000006,72.19999999999999,18.9
Vernon,Republican,Donald Trump,1530,15.099999999999994,71.7,13.2
Charlottesville,Democrat,Bernie Sanders,4474,11.799999999999997,38.300000000000004,49.9
LaPorte,Republican,Donald Trump,9494,13.5,69.2,17.3
Manatee,Republican,Donald Trump,26320,12.599999999999994,60.800000000000004,26.6
Ulster,Democrat,Bernie Sanders,11572,11.299999999999997,58.800000000000004,29.9
Franklin,Democrat,Hillary Clinton,650,29.400000000000006,58.99999999999999,11.6
Washington,Democrat,Hillary Clinton,9110,17.400000000000006,53.89999999999999,28.7
Goshen,Democrat,Hillary Clinton,3,10.700000000000003,68.8,20.5
Wexford,Republican,Donald Trump,2578,12.0,71.2,16.8
Harlan,Democrat,Bernie Sanders,1092,29.0,60.4,10.6
Hancock,Republican,Ted Cruz,385,9.299999999999997,74.1,16.6
Union,Republican,Donald Trump,2691,15.299999999999997,65.1,19.6
Columbia,Democrat,Bernie Sanders,4221,10.400000000000006,71.5,18.1
Woodford,Republican,Ted Cruz,5091,7.0,65.4,27.6
Limestone,Republican,Donald Trump,8198,18.5,58.8,22.7
Orleans,Democrat,Hillary Clinton,40601,15.5,50.8,33.7
Edmonson,Republican,Donald Trump,531,21.099999999999994,69.10000000000001,9.8
Union,Democrat,Bernie Sanders,268,8.5,75.0,16.5
Cumberland,Republican,Donald Trump,1081,11.200000000000003,75.0,13.8
Milwaukee,Democrat,Hillary Clinton,100932,14.099999999999994,57.800000000000004,28.1
Sonoma,Democrat,Hillary Clinton,44923,13.299999999999997,54.5,32.2
Buchanan,Democrat,Hillary Clinton,525,9.400000000000006,73.5,17.1
Watauga,Democrat,Bernie Sanders,5811,11.0,51.1,37.9
Pawnee,Republican,Donald Trump,225,12.900000000000006,75.5,11.6
Maui,Democrat,Bernie Sanders,4419,9.799999999999997,64.5,25.7
Franklin,Republican,Donald Trump,2155,27.5,61.5,11.0
Lafayette,Republican,Donald Trump,556,21.599999999999994,69.10000000000001,9.3
Gadsden,Democrat,Hillary Clinton,7446,22.799999999999997,62.300000000000004,14.9
Charles City,Democrat,Hillary Clinton,863,24.099999999999994,62.00000000000001,13.9
Roanoke City,Democrat,Hillary Clinton,4783,18.200000000000003,58.199999999999996,23.6
Grady,Republican,Donald Trump,1422,27.299999999999997,61.400000000000006,11.3
West Baton Rouge,Democrat,Hillary Clinton,2178,16.799999999999997,65.2,18.0
Boone,Republican,Donald Trump,740,6.900000000000006,79.3,13.8
Craighead,Republican,Ted Cruz,4108,15.099999999999994,60.50000000000001,24.4
Pinal,Republican,Donald Trump,12182,15.299999999999997,66.7,18.0
Christian,Democrat,Hillary Clinton,2437,14.799999999999997,70.10000000000001,15.1
Miller,Republican,Ted Cruz,2741,14.900000000000006,71.19999999999999,13.9
Boyd,Democrat,Bernie Sanders,2262,12.400000000000006,71.3,16.3
Hayes,Republican,Donald Trump,103,11.599999999999994,68.60000000000001,19.8
Lane,Democrat,Bernie Sanders,41883,8.900000000000006,63.39999999999999,27.7
Polk,Republican,Donald Trump,3360,27.299999999999997,59.6,13.1
Webster,Republican,Ted Cruz,4124,15.299999999999997,69.7,15.0
Clackamas,Democrat,Bernie Sanders,27969,7.599999999999994,60.60000000000001,31.8
Manistee,Democrat,Bernie Sanders,1646,11.200000000000003,69.69999999999999,19.1
Owyhee,Republican,Ted Cruz,717,24.599999999999994,67.2,8.2
St. Clair,Republican,Donald Trump,11995,11.0,72.7,16.3
Clark,Republican,Donald Trump,1484,10.5,71.9,17.6
Dunn,Democrat,Bernie Sanders,4272,8.099999999999994,67.2,24.7
Monroe,Republican,Donald Trump,805,26.799999999999997,61.2,12.0
McIntosh,Republican,Donald Trump,1078,19.5,64.7,15.8
Holmes,Republican,Donald Trump,1239,24.5,63.5,12.0
Summit,Democrat,Bernie Sanders,1645,6.900000000000006,44.39999999999999,48.7
Tuscaloosa,Democrat,Hillary Clinton,12136,13.400000000000006,59.599999999999994,27.0
Massac,Republican,Donald Trump,1341,16.599999999999994,66.7,16.7
Crisp,Republican,Donald Trump,1204,20.5,64.0,15.5
Monroe,Republican,Donald Trump,8802,10.700000000000003,71.3,18.0
Converse,Democrat,Bernie Sanders,3,7.900000000000006,73.3,18.8
Greeley,Republican,Donald Trump,125,7.200000000000003,77.8,15.0
Jeff Davis,Democrat,Hillary Clinton,738,21.799999999999997,65.2,13.0
Carroll,Republican,Ben Carson,0,15.400000000000006,67.3,17.3
Stanislaus,Republican,Donald Trump,15390,23.599999999999994,60.00000000000001,16.4
Green,Republican,Donald Trump,655,23.700000000000003,64.3,12.0
Knox,Republican,Donald Trump,1285,32.8,57.1,10.1
Hendry,Republican,Donald Trump,1290,35.599999999999994,54.50000000000001,9.9
Shelby,Republican,Ted Cruz,2069,10.200000000000003,75.39999999999999,14.4
McDowell,Democrat,Bernie Sanders,1453,36.9,57.300000000000004,5.8
Crittenden,Democrat,Hillary Clinton,3379,20.900000000000006,65.19999999999999,13.9
Essex,Democrat,Bernie Sanders,1932,12.5,64.2,23.3
Posey,Republican,Donald Trump,3159,7.900000000000006,71.6,20.5
Emmet,Democrat,Bernie Sanders,2589,6.200000000000003,62.0,31.8
Sioux,Republican,Ted Cruz,1524,11.400000000000006,65.19999999999999,23.4
Putnam,Republican,Donald Trump,1983,15.5,65.8,18.7
Macoupin,Democrat,Bernie Sanders,3552,10.900000000000006,73.19999999999999,15.9
Lumpkin,Republican,Donald Trump,2453,15.0,59.6,25.4
Webster,Democrat,Bernie Sanders,1169,22.599999999999994,69.0,8.4
Clarendon,Democrat,Hillary Clinton,3564,22.299999999999997,64.7,13.0
Roger Mills,Democrat,Bernie Sanders,268,8.700000000000003,71.6,19.7
Newaygo,Republican,Ted Cruz,3557,14.099999999999994,73.0,12.9
Jackson,Democrat,Hillary Clinton,827,17.299999999999997,68.9,13.8
Neshoba,Republican,Donald Trump,2249,22.799999999999997,64.60000000000001,12.6
Presidio,Democrat,Hillary Clinton,776,45.3,31.1,23.6
Pickens,Republican,Donald Trump,3360,19.200000000000003,58.3,22.5
Knox,Democrat,Bernie Sanders,3168,14.099999999999994,68.9,17.0
Lake,Republican,Donald Trump,803,19.700000000000003,71.89999999999999,8.4
Alger,Democrat,Bernie Sanders,622,10.599999999999994,72.30000000000001,17.1
Comanche,Democrat,Bernie Sanders,3804,11.0,69.1,19.9
Otsego,Democrat,Bernie Sanders,2623,10.400000000000006,62.8,26.8
Clay,Democrat,Bernie Sanders,754,27.299999999999997,64.60000000000001,8.1
Hardin,Republican,Donald Trump,496,16.799999999999997,71.0,12.2
Ionia,Democrat,Bernie Sanders,2812,12.099999999999994,73.9,14.0
Edwards,Republican,Donald Trump,867,13.200000000000003,76.3,10.5
Moniteau,Republican,Ted Cruz,1374,17.700000000000003,64.19999999999999,18.1
Passaic,Democrat,Hillary Clinton,29538,18.099999999999994,56.300000000000004,25.6
Santa Cruz,Democrat,Bernie Sanders,25171,15.099999999999994,47.900000000000006,37.0
Hamilton,Republican,Donald Trump,35031,3.700000000000003,41.199999999999996,55.1
McDonough,Republican,Donald Trump,1599,8.299999999999997,58.400000000000006,33.3
St. Mary,Democrat,Hillary Clinton,1995,26.799999999999997,62.400000000000006,10.8
Mobile,Democrat,Hillary Clinton,28927,16.099999999999994,63.2,20.7
Wilcox,Democrat,Hillary Clinton,3337,23.900000000000006,65.0,11.1
Apache,Democrat,Hillary Clinton,4450,25.5,64.1,10.4
Mariposa,Republican,Donald Trump,1940,12.299999999999997,66.4,21.3
Jefferson,Democrat,Hillary Clinton,16580,17.599999999999994,64.60000000000001,17.8
Perkins,Republican,Donald Trump,331,9.0,68.7,22.3
Newton,Republican,Ted Cruz,6452,14.599999999999994,67.30000000000001,18.1
Middlesex,Democrat,Hillary Clinton,47978,11.200000000000003,48.699999999999996,40.1
Zapata,Democrat,Hillary Clinton,1969,45.2,46.3,8.5
Baker,Democrat,Hillary Clinton,303,20.5,68.6,10.9
Berkeley,Democrat,Hillary Clinton,9471,13.299999999999997,65.4,21.3
Montgomery,Republican,Donald Trump,672,17.700000000000003,69.39999999999999,12.9
Lonoke,Republican,Ted Cruz,4028,13.299999999999997,68.5,18.2
Hampton,Democrat,Hillary Clinton,1930,24.200000000000003,64.39999999999999,11.4
Socorro,Democrat,Hillary Clinton,1050,21.299999999999997,59.300000000000004,19.4
Baraga,Republican,Donald Trump,468,18.0,70.0,12.0
Boone,Democrat,Hillary Clinton,2932,8.099999999999994,61.50000000000001,30.4
Union,Republican,Donald Trump,2169,23.900000000000006,61.3,14.8
Lake,Democrat,Bernie Sanders,2704,14.599999999999994,69.2,16.2
Hudspeth,Democrat,Hillary Clinton,147,46.0,43.9,10.1
Ballard,Democrat,Bernie Sanders,659,15.599999999999994,71.30000000000001,13.1
Adair,Republican,Donald Trump,1512,26.299999999999997,59.800000000000004,13.9
Multnomah,Democrat,Bernie Sanders,87247,10.299999999999997,49.800000000000004,39.9
Pike,Democrat,Bernie Sanders,4848,28.099999999999994,59.400000000000006,12.5
Dimmit,Democrat,Hillary Clinton,1804,38.4,52.400000000000006,9.2
White,Republican,Ted Cruz,4395,17.400000000000006,64.5,18.1
Grant,Republican,Donald Trump,5992,14.299999999999997,68.9,16.8
Covington,Democrat,Hillary Clinton,244,21.200000000000003,70.5,8.3
Wells,Republican,Ted Cruz,3826,9.299999999999997,75.0,15.7
Fulton,Democrat,Hillary Clinton,315,23.5,63.4,13.1
Branch,Republican,Donald Trump,2455,13.599999999999994,73.0,13.4
Howard,Democrat,Bernie Sanders,215,12.900000000000006,75.5,11.6
Salt Lake,Democrat,Bernie Sanders,35610,11.0,58.0,31.0
Monterey,Democrat,Hillary Clinton,17126,29.0,48.0,23.0
Lowndes,Democrat,Hillary Clinton,3782,26.099999999999994,59.50000000000001,14.4
St. Louis County,Democrat,Hillary Clinton,89373,7.900000000000006,51.49999999999999,40.6
Walthall,Republican,Donald Trump,1143,25.200000000000003,62.199999999999996,12.6
Conecuh,Democrat,Hillary Clinton,2031,22.700000000000003,68.5,8.8
Claiborne,Democrat,Hillary Clinton,768,24.900000000000006,62.599999999999994,12.5
Sevier,Republican,Donald Trump,593,33.7,57.699999999999996,8.6
Jones,Democrat,Hillary Clinton,910,16.200000000000003,72.7,11.1
Park,Democrat,Bernie Sanders,231,4.400000000000006,63.599999999999994,32.0
Pondera,Republican,Donald Trump,930,13.0,66.5,20.5
Butte,Republican,Donald Trump,15695,12.299999999999997,63.300000000000004,24.4
Pulaski,Republican,Donald Trump,436,19.799999999999997,68.2,12.0
Lee,Republican,Ted Cruz,5921,17.099999999999994,61.10000000000001,21.8
Colusa,Republican,Donald Trump,1342,30.599999999999994,55.60000000000001,13.8
Winnebago,Democrat,Bernie Sanders,230,8.099999999999994,73.30000000000001,18.6
Taylor,Republican,Donald Trump,1203,23.5,64.9,11.6
Iron,Republican,Donald Trump,800,22.700000000000003,66.3,11.0
Tipton,Republican,Donald Trump,2269,11.299999999999997,72.30000000000001,16.4
Franklin,Republican,Donald Trump,3130,12.900000000000006,74.0,13.1
Floyd,Democrat,Bernie Sanders,4010,26.400000000000006,60.8,12.8
Chouteau,Republican,Donald Trump,865,8.900000000000006,68.19999999999999,22.9
Maricopa,Republican,Donald Trump,144522,13.599999999999994,56.60000000000001,29.8
Plymouth,Republican,Donald Trump,618,7.5,71.6,20.9
St. Louis City,Democrat,Hillary Clinton,34458,17.099999999999994,53.300000000000004,29.6
Garden,Republican,Donald Trump,372,6.599999999999994,72.60000000000001,20.8
Bingham,Republican,Ted Cruz,3471,15.400000000000006,67.3,17.3
Macon,Republican,Donald Trump,1489,14.200000000000003,70.5,15.3
Marion,Democrat,Bernie Sanders,5324,12.400000000000006,67.3,20.3
Washington,Democrat,Hillary Clinton,601,19.400000000000006,65.0,15.6
Chickasaw,Democrat,Hillary Clinton,360,11.200000000000003,75.0,13.8
Knox,Republican,Donald Trump,4918,13.799999999999997,72.10000000000001,14.1
Jackson,Republican,Donald Trump,8113,10.900000000000006,70.3,18.8
Bonneville,Republican,Ted Cruz,7794,9.5,64.5,26.0
Alamosa,Democrat,Bernie Sanders,167,15.299999999999997,60.5,24.2
Oregon,Republican,Donald Trump,941,20.200000000000003,70.0,9.8
Appanoose,Republican,Donald Trump,292,11.700000000000003,70.0,18.3
Carlisle,Democrat,Bernie Sanders,462,17.099999999999994,67.4,15.5
Page,Republican,Ted Cruz,249,10.700000000000003,71.9,17.4
Troup,Republican,Donald Trump,4140,18.200000000000003,63.199999999999996,18.6
Zavala,Democrat,Hillary Clinton,1557,39.7,50.9,9.4
Tillman,Democrat,Bernie Sanders,346,22.700000000000003,61.3,16.0
Wilson,Democrat,Hillary Clinton,6408,21.5,60.6,17.9
Humboldt,Democrat,Bernie Sanders,13245,9.599999999999994,62.900000000000006,27.5
Wheatland,Republican,Donald Trump,380,19.599999999999994,61.2,19.2
Pueblo,Democrat,Hillary Clinton,1260,12.900000000000006,65.6,21.5
Atchison,Republican,Donald Trump,487,10.700000000000003,68.0,21.3
Queen Anne's,Republican,Donald Trump,5195,8.299999999999997,58.5,33.2
Pottawattamie,Democrat,Bernie Sanders,1573,10.700000000000003,70.19999999999999,19.1
Brewster,Democrat,Bernie Sanders,771,15.200000000000003,48.699999999999996,36.1
Livingston,Democrat,Bernie Sanders,610,17.700000000000003,71.0,11.3
Franklin City,Democrat,Hillary Clinton,831,20.599999999999994,58.800000000000004,20.6
Mayes,Democrat,Bernie Sanders,2144,15.700000000000003,69.0,15.3
Meade,Democrat,Bernie Sanders,1541,13.700000000000003,73.6,12.7
Clark,Republican,Donald Trump,545,14.799999999999997,73.2,12.0
Buena Vista,Republican,Ted Cruz,309,21.299999999999997,58.7,20.0
Mississippi,Republican,Donald Trump,970,28.400000000000006,61.8,9.8
Columbus,Democrat,Hillary Clinton,3628,20.799999999999997,67.0,12.2
Baldwin,Republican,Donald Trump,23618,10.900000000000006,61.39999999999999,27.7
Marlboro,Democrat,Hillary Clinton,2132,30.099999999999994,61.2,8.7
St. Francois,Republican,Donald Trump,4061,20.5,65.2,14.3
Miller,Republican,Donald Trump,2482,15.200000000000003,70.3,14.5
Morgan,Republican,Donald Trump,1656,18.299999999999997,59.0,22.7
Sussex,Republican,Donald Trump,17794,14.400000000000006,63.39999999999999,22.2
Bleckley,Republican,Donald Trump,935,20.5,64.6,14.9
Guadalupe,Democrat,Hillary Clinton,399,20.599999999999994,68.10000000000001,11.3
Union,Republican,Donald Trump,1332,16.099999999999994,63.800000000000004,20.1
Karnes,Democrat,Hillary Clinton,719,29.200000000000003,59.599999999999994,11.2
San Joaquin,Democrat,Hillary Clinton,25118,22.700000000000003,59.199999999999996,18.1
Crawford,Republican,Donald Trump,1162,19.200000000000003,68.7,12.1
Latimer,Democrat,Bernie Sanders,852,16.0,70.2,13.8
Tillamook,Democrat,Bernie Sanders,2207,11.900000000000006,67.39999999999999,20.7
Cape Girardeau,Republican,Ted Cruz,7332,12.299999999999997,60.300000000000004,27.4
Tensas,Democrat,Hillary Clinton,492,25.700000000000003,64.0,10.3
Ontonagon,Republican,Donald Trump,519,11.400000000000006,73.3,15.3
Clay,Democrat,Hillary Clinton,623,5.400000000000006,52.99999999999999,41.6
Clarke,Republican,Donald Trump,1399,23.0,65.3,11.7
Taliaferro,Democrat,Hillary Clinton,236,31.700000000000003,59.0,9.3
Vigo,Republican,Donald Trump,8539,13.400000000000006,65.39999999999999,21.2
Centre,Democrat,Bernie Sanders,10269,7.299999999999997,52.300000000000004,40.4
Echols,Republican,Donald Trump,268,25.299999999999997,69.0,5.7
Powell,Republican,Donald Trump,818,9.700000000000003,72.5,17.8
Hamilton,Democrat,Hillary Clinton,353,10.299999999999997,71.7,18.0
Merced,Democrat,Hillary Clinton,7169,33.3,54.1,12.6
Iowa,Democrat,Hillary Clinton,357,6.799999999999997,72.2,21.0
Greensville,Democrat,Hillary Clinton,832,27.299999999999997,65.5,7.2
Carroll,Republican,Donald Trump,16534,8.5,58.8,32.7
Kenedy,Democrat,Hillary Clinton,63,34.7,54.699999999999996,10.6
Lawrence,Democrat,Hillary Clinton,933,22.599999999999994,67.0,10.4
Midland,Republican,Ted Cruz,4720,7.799999999999997,59.900000000000006,32.3
Robertson,Democrat,Bernie Sanders,177,27.299999999999997,60.2,12.5
Bibb,Republican,Donald Trump,1959,22.5,65.4,12.1
Ziebach,Democrat,Bernie Sanders,132,17.5,67.8,14.7
Humphreys,Democrat,Hillary Clinton,2894,35.900000000000006,53.199999999999996,10.9
Wasco,Democrat,Bernie Sanders,1795,14.900000000000006,65.0,20.1
Franklin,Republican,Donald Trump,9080,14.599999999999994,67.5,17.9
Washita,Democrat,Bernie Sanders,700,15.0,67.0,18.0
Jackson,Democrat,Bernie Sanders,3021,15.0,57.1,27.9
Cass,Republican,Donald Trump,1811,6.0,70.4,23.6
Oglethorpe,Republican,Donald Trump,1230,21.0,61.0,18.0
Scott,Republican,Donald Trump,715,23.0,65.4,11.6
Clark,Republican,Ted Cruz,62,29.900000000000006,58.699999999999996,11.4
Pulaski,Republican,Donald Trump,1668,14.700000000000003,72.2,13.1
Fayette,Republican,Donald Trump,2744,22.700000000000003,68.39999999999999,8.9
Polk,Republican,Ted Cruz,3430,16.299999999999997,65.4,18.3
St. Bernard,Democrat,Hillary Clinton,1057,18.799999999999997,69.2,12.0
Chase,Republican,Donald Trump,476,9.200000000000003,72.6,18.2
Power,Republican,Ted Cruz,421,19.700000000000003,64.39999999999999,15.9
Hardin,Democrat,Hillary Clinton,4359,11.900000000000006,67.3,20.8
Mineral,Republican,Donald Trump,638,10.799999999999997,77.10000000000001,12.1
Jackson,Democrat,Hillary Clinton,2798,22.0,63.8,14.2
Adams,Democrat,Hillary Clinton,3013,21.200000000000003,61.3,17.5
Pike,Republican,Donald Trump,1649,14.200000000000003,74.6,11.2
Columbia,Republican,Donald Trump,4019,17.400000000000006,69.3,13.3
Columbia,Republican,Donald Trump,1149,14.599999999999994,65.10000000000001,20.3
Portage,Democrat,Bernie Sanders,9348,7.900000000000006,64.6,27.5
Box Butte,Republican,Donald Trump,1188,9.599999999999994,72.80000000000001,17.6
Powder River,Republican,Donald Trump,516,6.900000000000006,73.19999999999999,19.9
Chatham,Democrat,Hillary Clinton,19898,11.299999999999997,57.400000000000006,31.3
Richland,Democrat,Hillary Clinton,696,23.799999999999997,63.0,13.2
Washtenaw,Democrat,Bernie Sanders,38063,6.0,42.7,51.3
Greer,Democrat,Bernie Sanders,332,20.400000000000006,65.19999999999999,14.4
Kemper,Democrat,Hillary Clinton,1008,24.099999999999994,65.5,10.4
Williamson,Republican,Donald Trump,4929,11.099999999999994,66.4,22.5
Fremont,Democrat,Hillary Clinton,10,8.700000000000003,70.1,21.2
Bullitt,Democrat,Bernie Sanders,3210,15.0,72.3,12.7
Sequoyah,Democrat,Bernie Sanders,1872,18.700000000000003,68.0,13.3
Ripley,Republican,Donald Trump,1096,24.799999999999997,64.5,10.7
Pocahontas,Democrat,Hillary Clinton,198,7.400000000000006,74.8,17.8
Amador,Republican,Donald Trump,3605,11.900000000000006,68.8,19.3
Henry,Republican,Donald Trump,1636,14.200000000000003,71.39999999999999,14.4
Madison,Democrat,Hillary Clinton,1542,21.799999999999997,68.5,9.7
Nance,Republican,Donald Trump,310,11.400000000000006,75.39999999999999,13.2
Haralson,Republican,Donald Trump,2818,25.799999999999997,60.1,14.1
Fairfax,Democrat,Hillary Clinton,86898,8.200000000000003,33.199999999999996,58.6
Treutlen,Republican,Donald Trump,437,25.599999999999994,62.10000000000001,12.3
Mingo,Democrat,Bernie Sanders,2425,27.400000000000006,61.89999999999999,10.7
Beaverhead,Republican,Donald Trump,1626,6.900000000000006,65.89999999999999,27.2
Virginia Beach,Democrat,Hillary Clinton,22352,6.400000000000006,60.699999999999996,32.9
LaSalle,Republican,Donald Trump,6950,11.599999999999994,72.5,15.9
Montgomery,Democrat,Hillary Clinton,75333,6.5,48.0,45.5
Cortland,Democrat,Bernie Sanders,1878,9.900000000000006,66.6,23.5
Clay,Republican,Donald Trump,702,12.700000000000003,69.69999999999999,17.6
McDonald,Republican,Donald Trump,1580,21.5,68.0,10.5
DeKalb,Republican,Donald Trump,6247,29.400000000000006,59.89999999999999,10.7
Canyon,Republican,Ted Cruz,11164,17.299999999999997,65.9,16.8
Madison,Republican,Donald Trump,2280,12.799999999999997,66.4,20.8
Cass,Republican,Donald Trump,3941,16.900000000000006,69.39999999999999,13.7
Madison,Democrat,Bernie Sanders,4385,14.799999999999997,57.2,28.0
Ascension,Democrat,Hillary Clinton,4221,11.0,64.1,24.9
Scott,Republican,Donald Trump,3373,19.700000000000003,65.7,14.6
Moody,Democrat,Hillary Clinton,262,9.5,66.4,24.1
Crawford,Republican,Ted Cruz,226,21.099999999999994,64.2,14.7
Broome,Democrat,Bernie Sanders,9176,10.400000000000006,63.49999999999999,26.1
Howard,Republican,Donald Trump,534,7.599999999999994,74.60000000000001,17.8
St. Mary's,Republican,Donald Trump,6576,9.700000000000003,60.8,29.5
Nodaway,Republican,Donald Trump,1268,8.900000000000006,67.69999999999999,23.4
Huntington,Republican,Donald Trump,4100,11.5,71.6,16.9
Luce,Republican,Donald Trump,407,14.200000000000003,73.1,12.7
Garrett,Republican,Donald Trump,3564,13.200000000000003,68.5,18.3
Vernon,Democrat,Bernie Sanders,3476,13.099999999999994,67.4,19.5
Tallahatchie,Democrat,Hillary Clinton,1341,34.3,57.2,8.5
Dawes,Republican,Donald Trump,831,6.5,52.9,40.6
Wolfe,Democrat,Bernie Sanders,499,33.7,54.5,11.8
Tehama,Republican,Donald Trump,3940,18.900000000000006,67.6,13.5
Tunica,Democrat,Hillary Clinton,904,23.200000000000003,61.4,15.4
Edgar,Republican,Donald Trump,1562,14.0,67.8,18.2
Nez Perce,Republican,Ted Cruz,1583,10.0,68.9,21.1
Grant,Republican,Ted Cruz,1329,15.099999999999994,67.30000000000001,17.6
Calvert,Republican,Donald Trump,6360,7.099999999999994,62.900000000000006,30.0
Broward,Democrat,Hillary Clinton,132527,12.200000000000003,57.9,29.9
Grant,Democrat,Hillary Clinton,2272,16.299999999999997,59.5,24.2
Mitchell,Democrat,Hillary Clinton,1338,27.700000000000003,62.699999999999996,9.6
Humboldt,Republican,Donald Trump,204,9.5,72.3,18.2
Morrill,Republican,Donald Trump,695,12.799999999999997,68.9,18.3
Talladega,Republican,Donald Trump,6304,21.099999999999994,65.9,13.0
Fluvanna,Democrat,Hillary Clinton,1355,14.5,56.7,28.8
Wapello,Democrat,Hillary Clinton,817,15.400000000000006,68.39999999999999,16.2
Holt,Republican,Donald Trump,1302,9.900000000000006,71.1,19.0
Butler,Republican,Donald Trump,3652,21.799999999999997,63.800000000000004,14.4
Camden,Republican,Donald Trump,3065,9.599999999999994,70.9,19.5
Bexar,Democrat,Hillary Clinton,76502,17.400000000000006,56.3,26.3
Jenkins,Republican,Donald Trump,513,27.400000000000006,59.49999999999999,13.1
Kent,Republican,Donald Trump,8294,14.799999999999997,63.800000000000004,21.4
Dickinson,Republican,Donald Trump,1708,6.200000000000003,73.8,20.0
Henry,Republican,Donald Trump,3021,10.299999999999997,69.9,19.8
Brookings,Democrat,Hillary Clinton,955,6.400000000000006,53.39999999999999,40.2
Murray,Democrat,Bernie Sanders,909,17.200000000000003,63.8,19.0
McKinley,Democrat,Hillary Clinton,4761,27.0,61.8,11.2
Carroll,Republican,Marco Rubio,0,15.400000000000006,67.3,17.3
Clinch,Republican,Donald Trump,412,28.900000000000006,58.599999999999994,12.5
Johnson,Democrat,Bernie Sanders,5473,5.200000000000003,43.699999999999996,51.1
Union,Democrat,Bernie Sanders,1106,17.5,71.1,11.4
Golden Valley,Republican,Donald Trump,203,11.400000000000006,68.3,20.3
Hinds,Democrat,Hillary Clinton,31386,14.900000000000006,57.699999999999996,27.4
Presque Isle,Republican,Donald Trump,916,13.200000000000003,70.5,16.3
Breathitt,Democrat,Bernie Sanders,1716,36.2,54.0,9.8
Itawamba,Republican,Donald Trump,1905,23.299999999999997,63.2,13.5
Metcalfe,Democrat,Bernie Sanders,582,30.599999999999994,60.800000000000004,8.6
Tallapoosa,Republican,Donald Trump,4658,20.799999999999997,62.900000000000006,16.3
Menominee,Republican,Donald Trump,1304,9.799999999999997,75.8,14.4
Rock,Democrat,Bernie Sanders,17337,12.299999999999997,68.30000000000001,19.4
Baldwin,Democrat,Hillary Clinton,3034,18.299999999999997,62.7,19.0
Hardin,Republican,Ted Cruz,417,8.299999999999997,72.0,19.7
Pemiscot,Republican,Donald Trump,1155,27.5,62.5,10.0
Charlotte,Republican,Donald Trump,16525,11.200000000000003,67.6,21.2
Mason,Democrat,Bernie Sanders,775,19.799999999999997,65.4,14.8
DeSoto,Republican,Donald Trump,1445,28.700000000000003,60.699999999999996,10.6
Saline,Republican,Donald Trump,2102,15.099999999999994,70.30000000000001,14.6
Johnson,Democrat,Hillary Clinton,1,5.0,68.4,26.6
Knox,Republican,Donald Trump,343,15.0,70.2,14.8
Greene,Democrat,Hillary Clinton,1643,24.0,64.4,11.6
Schuyler,Republican,Donald Trump,697,11.099999999999994,70.30000000000001,18.6
Worth,Republican,Donald Trump,1890,28.599999999999994,63.300000000000004,8.1
Wayne,Republican,Donald Trump,2075,13.599999999999994,74.60000000000001,11.8
Benton,Democrat,Hillary Clinton,672,8.099999999999994,73.10000000000001,18.8
El Dorado,Republican,Donald Trump,17651,6.799999999999997,61.2,32.0
Madison,Democrat,Bernie Sanders,2044,19.200000000000003,62.199999999999996,18.6
Oscoda,Republican,Donald Trump,705,17.400000000000006,72.19999999999999,10.4
Otsego,Republican,Donald Trump,1933,9.0,71.2,19.8
Flagler,Republican,Donald Trump,9684,9.799999999999997,66.9,23.3
Shelby,Republican,Donald Trump,18260,8.799999999999997,50.900000000000006,40.3
Poweshiek,Democrat,Bernie Sanders,475,7.400000000000006,68.5,24.1
Kearney,Republican,Donald Trump,614,8.599999999999994,65.0,26.4
Muskegon,Democrat,Bernie Sanders,10062,12.0,70.8,17.2
Clatsop,Democrat,Bernie Sanders,3334,8.5,68.3,23.2
Clay,Republican,Donald Trump,1920,23.5,67.3,9.2
Plumas,Republican,Donald Trump,2588,10.099999999999994,67.30000000000001,22.6
Putnam,Democrat,Bernie Sanders,504,11.200000000000003,74.7,14.1
Somerset,Democrat,Hillary Clinton,19667,6.799999999999997,42.1,51.1
Greene,Republican,Donald Trump,1555,21.299999999999997,57.300000000000004,21.4
Platte,Republican,Ted Cruz,5798,5.799999999999997,55.0,39.2
Jefferson,Democrat,Bernie Sanders,654,5.0,63.8,31.2
Jones,Democrat,Bernie Sanders,480,8.599999999999994,74.2,17.2
Boundary,Republican,Ted Cruz,901,15.099999999999994,69.5,15.4
Nassau,Democrat,Hillary Clinton,70947,9.799999999999997,48.7,41.5
Grundy,Republican,Ted Cruz,272,6.099999999999994,73.2,20.7
St. Lucie,Republican,Donald Trump,18350,14.799999999999997,65.7,19.5
